,TMDB_ID,Name,Birthday,Deathday,Gender,Place of Birth,Popularity
57062,57062,I. Marlene King,,,1,,0.019051
6613,6613,Minnie Driver,1970-01-31,,1,"Finsbury Park, London, England, UK",4.824427
89021,89021,Geraldine O'Rawe,1971-03-04,,1," Belfast, Northern Ireland",2e-06
9825,9825,Saffron Burrows,1972-10-22,,0,London - England - UK,5.736813
49735,49735,Aidan Gillen,1968-04-24,,2,"Dublin, Ireland",2.199434
20282,20282,John Kavanagh,,,2,,0.008607
19969,19969,Pat O'Connor,,,2,"Ardmore, Ireland",0.007589
33387,33387,Maeve Binchy,,,0,,0.0002
9156,9156,Andrew Davies,1936-09-20,,2,,2.37458
21411,21411,Ice-T,1958-02-16,,2,Newark - New Jersey - USA,1.989898
3489,3489,Naomi Watts,1968-09-28,,1,"Shoreham, Kent, England, UK",4.152504
38951,38951,Reg E. Cathey,1958-08-18,2018-02-09,2,"Huntsville, Alabama, USA",0.748618
59260,59260,Ann Cusack,1961-05-22,,1,"Brooklyn, New York,  USA",0.911767
7217,7217,Tedi Sarafian,,,0,,0.002755
31365,31365,John Kassir,1957-10-24,,2,"Baltimore, Maryland, USA",3.275171
110316,110316,Judy Kuhn,1958-05-20,,1,,0.000881
65532,65532,Carl Binder,,,2,,0.2688
6340,6340,Susannah Grant,1963-01-04,,1,"New York City, New York, U.S.",0.178407
37078,37078,Philip LaZebnik,,,2,"Ann Arbor, Michigan, USA",0.108314
15774,15774,Chris Buck,1960-10-25,,0,"Wichita, Kansas",0.847952
70852,70852,Schuyler Fisk,1982-07-08,,1,"Los Angeles, California, USA",0.018272
131934,131934,Bre Blair,1980-04-29,,1,Canada,0.05634
38581,38581,Rachael Leigh Cook,1979-10-04,,1,"Minneapolis, Minnesota, USA",2.476736
40978,40978,Larisa Oleynik,1981-06-07,,1,"Santa Clara County, California, USA",0.871661
130104,130104,Vanessa Zima,1986-12-17,,1,,6.9e-05
20300,20300,Eileen Atkins,1934-06-16,,1,"Clapton, London, England, UK",2.124068
127913,127913,Sheila Burrell,1922-05-09,2011-07-19,1,"Blackheath, London, England, UK",0.000228
17328,17328,Rufus Sewell,1967-10-29,,2,"Twickenham, Middlesex, England, UK",3.25825
39683,39683,Ivan Kaye,,,2,,0.0
131610,131610,Malcolm Bradbury,,,0,,0.0
1845630,1845630,Stella Gibbons,,,0,,4e-06
110001,110001,Phil Collins,1951-01-30,,2,London - England - UK,0.01232
67386,67386,Juliette Brewer,,,0,,0.000116
77157,77157,Robbie Rist,1964-04-04,,2,"La Mirada, California, USA",0.006794
176254,176254,Sandra Dickinson,1948-10-20,,1,"Washington, D.C., USA",0.075511
991160,991160,David Steven Cohen,,,2,,2.5e-05
106850,106850,Elana Lesser,,,1,,0.022952
570268,570268,Cliff Ruby,,,0,,0.005228
12061,12061,Roger S.H. Schulman,,,2,,3.2e-05
18688,18688,Harry Connick Jr.,1967-09-11,,2,"New Orleans, Louisiana, USA",1.937394
60205,60205,John Rothman,1949-06-03,,2,"Baltimore, Maryland, USA",0.01118
154691,154691,Shannon O'Hurley,,,1,,0.0108
95838,95838,Bob Greene,,,2,,0.0
15148,15148,Jon Amiel,1948-05-20,,2,"London, England, UK",0.753158
18683,18683,David Madsen,,,0,,0.0
17815,17815,Ann Biderman,,,1,,0.020194
10875,10875,Françoise Yip,1972-09-04,,1,"North Vancouver, British Columbia, Canada",1.320568
44919,44919,Marc Akerstream,1954,1998-08-15,2,,0.5476
21264,21264,Garvin Cross,,,2,,0.005227
44921,44921,Morgan Lam,,,0,,0.072
1426138,1426138,Kris Lord,,,0,,0.24
1235524,1235524,Carrie Cain-Sparks,,,0,,0.0012
44916,44916,Stanley Tong,1960-04-07,,2,Hong Kong,0.001744
46319,46319,Fibe Ma,,,0,,0.168
29709,29709,Mark Blankfield,1950-05-08,,2,,0.52
170185,170185,Gregg Binkley,1963-03-20,,2,Topeka - Kansas - USA,1e-06
71303,71303,Steve Haberman,,,0,,3.9e-05
571,571,Andrea Eckert,1958-09-17,,1,"Vienna, Austria",0.021428
572,572,Hanno Pöschl,1949-07-02,,2,"Vienna, Austria",4e-06
573,573,Karl Bruckschwaiger,,,2,,0.003787
574,574,Tex Rubinowitz,,,0,,2e-06
146859,146859,Erni Mangold,1927-01-26,,1,"Großweikersdorf, Austria",0.906016
3735,3735,Dominik Castell,,,0,,0.0
3738,3738,Haymon Maria Buttinger,,,0,,0.005792
3737,3737,Harold Waiglein,,,0,,0.156
568,568,Kim Krizan,1961-11-01,,1,"Hawthorne, California, USA",3e-06
9012,9012,Jonny Lee Miller,1972-11-15,,2,"Kingston upon Thames, Surrey, England, UK",4.149361
11701,11701,Angelina Jolie,1975-06-04,,1,"Los Angeles, California, USA ",7.98796
17772,17772,Jesse Bradford,1979-05-28,,2,"Norwalk, Connecticut, United States",1.608064
19958,19958,Alberta Watson,1955-03-06,2015-03-21,1,"Toronto, Ontario, Canada",1.589262
1978,1978,Iain Softley,1956-11-30,,2,"London, England, UK",0.650091
52517,52517,Rafael Moreu,,,2,,0.017426
11662,11662,Jason Lee,1970-04-25,,2,Orange - California - USA,4.353435
23646,23646,Jeremy London,1972-11-07,,2,"San Diego, California, USA",1.714248
880,880,Ben Affleck,1972-08-15,,2,"Berkeley, California, USA",8.523684
16484,16484,Joey Lauren Adams,1968-01-09,,1,"Little Rock, Arkansas, USA",2.655764
23648,23648,Priscilla Barnes,1955-12-07,,1,"Fort Dix, New Jersey, USA",0.145427
56895,56895,Amy Jo Johnson,1970-10-06,,1,"Cape Cod, Massachusetts, USA",2.320538
50098,50098,Jason David Frank,1973-09-04,,2,"Covina, California, USA",0.0
56896,56896,David Yost,1969-01-07,,2,"Council Bluffs, Iowa, U.S.A.",0.041194
50096,50096,Johnny Yong Bosch,1976-01-06,,2,"Kansas City, Missouri, United States",0.000785
56897,56897,Steve Cardenas,1974-05-29,,2,"Langley Air Force Base, Virginia, U.S.",0.000408
536099,536099,Karan Ashley,1975-09-28,,1,,0.001769
200201,200201,Paul Schrier,1970-06-01,,2,,0.001805
1215855,1215855,Jason Narvy,,,0,,0.01512
60464,60464,Gabrielle Fitzpatrick,1967-02-01,,1,"Brisbane, Australia",0.000168
56898,56898,Arne Olsen,,,0,,7e-06
51296,51296,John Kamps,,,2,,0.000916
42111,42111,Bryan Spicer,,,2," Los Angeles, California, USA",0.504
10695,10695,Izabella Scorupco,1970-06-04,,1,"Białystok, Poland",2.969063
10696,10696,Famke Janssen,1964-11-05,,1,"Amstelveen, Noord-Holland, Netherlands",5.45267
1923,1923,Robbie Coltrane,1950-03-30,,2,"Rutherglen, South Lanarkshire, Scotland",2.826551
10704,10704,Jeffrey Caine,,,2,,0.000568
10705,10705,Bruce Feirstein,,,2,,0.012065
36277,36277,Juan Echanove,1961-04-01,,2,,7.2e-05
36278,36278,Carme Elias,1951-01-14,,0,,2e-06
36279,36279,Joaquín Cortés,,,0,,0.010247
36280,36280,Manuela Vargas,,,0,,0.0
36281,36281,Imanol Arias,1956-04-26,,2,"Riaño, León, Castilla y León, España",0.317202
36282,36282,Gloria Muñoz,,,0,,0.00648
3813,3813,Alex Angulo,1953-04-12,2014-07-20,2,"Vizcaya, Spain",0.4
66815,66815,Armando De Razza,1955-05-24,,0,"Roma, Italia",0.000188
10847,10847,Santiago Segura,1965-07-17,,2,Madrid - Spain,0.569958
233766,233766,Nathalie Seseña,1967-11-11,,1,"  Madrid, Spain",9.4e-05
10777,10777,Maria Grazia Cucinotta,1968-07-27,,1,"Messina, Sicily, Italy",2.08957
93831,93831,Saturnino García,1935-02-25,,0,"Bariones de la Vega, León, Spain",0.0008
128017,128017,Gianni Ippoliti,,,0,,0.0
1175944,1175944,Jaime Blanch,1940-09-09,,0,Madrid - Spain,0.000338
1400180,1400180,David Pinilla,,,0,,0.0
57865,57865,Álex de la Iglesia,1965-12-04,,0,"Bilbao, Spain",0.017822
3788,3788,Jorge Guerricaechevarría,1964-11-30,,2,Jorge Guerrica Echevarría,0.020786
1329446,1329446,José María González Sinde,,,0,,0.156
1037600,1037600,Jorge Sempere,,,2,,0.52
137416,137416,Emmanuel Xuereb,,,0,,0.0012
1014948,1014948,Jack Chancer,,,0,,0.0
1014949,1014949,Peter Tregloan,,,0,,0.00635
60417,60417,Michael Fitzpatrick,,,0,,0.00014
346167,346167,Tres Hanley,,,1,,0.000223
1014953,1014953,Nadia DeLemeny,,,0,,0.0
201664,201664,Louise Hickson,,,0,,0.4
1014954,1014954,Nesba Crenshaw,,,0,,0.12
145850,145850,Jules de Jongh,,,0,,0.001382
240744,240744,Kadamba Simmons,1974-05-07,1998-06-14,0,,1e-06
240747,240747,Paul Matthews,,,2,,0.000916
4987,4987,Omar Epps,1973-07-20,,2,"Brooklyn, New York, USA",2.128433
81373,81373,Jason Wiles,1970-04-25,,2,Kansas City - Missouri - USA,0.8743
77897,77897,Tyra Banks,1973-12-04,,1,"Inglewood, California, USA",1.664286
6614,6614,Cole Hauser,1975-03-22,,2,"Santa Barbara, California, USA",1.747481
151943,151943,Gerard Murphy,1948-10-14,2013-08-26,2,"Newry, Co. Down, Northern Ireland, UK",2.659657
59350,59350,Chaim Girafi,,,0,,1.054903
59352,59352,Zitto Kazann,1944-09-01,,2,"Zitto Kaplanski Buenos Aires, Argentina",2.6e-05
62543,62543,Alan B. Curtiss,,,0,,0.4
964306,964306,Peter Rader,,,2,,0.64
56945,56945,Chris Radant,,,0,,0.021168
59208,59208,Armistead Maupin,1944-05-13,,0,"Washington, DC, U.S.",1.6e-05
109402,109402,Rob Epstein,1955-04-06,,2,"New Jersey, United States",0.0
109403,109403,Jeffrey Friedman,1951-08-24,,2,"Los Angeles, California",0.908739
109404,109404,Vito Russo,,,0,,0.8
2462,2462,Catherine McCormack,1972-01-01,,1,"Alton, Hampshire, England, UK",3.836346
2464,2464,Angus Macfadyen,1963-09-21,,2," Glasgow, Scotland, UK",3.616119
2039,2039,Brendan Gleeson,1955-03-29,,2,"Dublin, Ireland",6.842724
2465,2465,James Robinson,1983-09-06,,0," Glasgow, Scotland, UK",0.036413
2467,2467,James Cosmo,1948-05-24,,2,Clydebank - West Dunbartonshire - Scotland - UK,1.262488
2468,2468,Sean McGinley,1956,,2,"Gaoth Dobhair, Donegal, Ireland",8e-06
2469,2469,Gerda Stevenson,,,0,,2.8e-05
2460,2460,Randall Wallace,1949-07-28,,2,"Jackson, Tennessee, USA",0.949983
1591770,1591770,David Carrigan,,,0,,0.01512
1865914,1865914,Kate Hazell,,,1,,0.072
2020520,2020520,Patrick Kinney,,,0,,1.5e-05
2020522,2020522,Paul Gray,,,2,,7e-06
2020523,2020523,Trevor Puckle,,,0,,3.7e-05
2020546,2020546,Charlotte Somers,,,0,,3.7e-05
2020549,2020549,Paul Barnes,,,2,,7e-06
2020552,2020552,Peter Agnew,,,0,,1.5e-05
17141,17141,Greg Kinnear,1963-06-17,,2,Logansport - Indiana - USA,3.16849
70846,70846,Barbara Benedek,,,1,,0.029635
54818,54818,Pascale Bussières,1968-06-27,,0,,2.10966
54819,54819,Rachael Crawford,1969,,1,"	Toronto, Ontario, Canada",5.5e-05
15319,15319,Henry Czerny,1959-02-08,,2,"Toronto, Ontario, Canada",2.604868
20173,20173,Don McKellar,1963-08-17,,2,"Toronto, Ontario, Canada",1.426053
57250,57250,Robin Shou,1960-07-17,,0,Hong Kong,1.066107
57251,57251,Linden Ashby,1960-05-23,,2," Atlantic Beach, Florida, USA",1.948297
57252,57252,Trevor Goddard,1962-10-14,2003-06-07,2,,0.504
57253,57253,Chris Casamassa,1963,,2,"Bethlehem, Pennsylvania, USA",0.0504
57254,57254,François Petit,,,0,,0.000172
57255,57255,Keith Cooke,1959-09-17,,2," Seattle, Washington, USA",9e-06
4014,4014,Paul W.S. Anderson,1965-03-04,,2,"Newcastle-upon-Tyne, England, UK",2.345848
57256,57256,Ed Boon,,,0,,2.5e-05
57257,57257,John Tobias,,,0,,0.022653
57258,57258,Kevin Droney,,,0,,0.000277
1158477,1158477,Jules Stewart,,,1,,0.001317
54424,54424,Maya Angelou,1928-04-04,2014-05-28,1,"St. Louis, Missouri, USA",2e-05
3047,3047,Jocelyn Moorhouse,1960-09-04,,1,,2e-05
1788045,1788045,Whitney Otto,,,0,,0.12
119263,119263,Yōko Honna,,,0,,1.479107
87662,87662,Issey Takahashi,1980-12-09,,2,"Tokyo Prefecture, Japan",0.529921
555255,555255,Takashi Tachibana,,,0,,0.098784
135025,135025,Shigeru Muroi,1960-10-22,,1,"Namerikawa, Toyama, Japan",0.001182
142491,142491,Shigeru Tsuyuguchi,,,0,,6.3e-05
555256,555256,Yorie Yamashita,,,0,,0.24864
119264,119264,Maiko Kayama,,,0,,1e-06
555257,555257,Yoshimi Nakajima,,,0,,2e-06
555254,555254,Yoshifumi Kondou,1950-03-31,1998-01-21,2,"Gosen, Niigata Prefecture, Japan",8e-05
1132635,1132635,Aoi Hiiragi,,,0,,0.004536
35742,35742,Shah Rukh Khan,1965-11-02,,2,"New Delhi, Delhi, India",3.715364
55061,55061,Kajol,1974-08-05,,1,"Mumbai, Maharashtra, India",0.838503
6217,6217,Anupam Kher,1955-03-07,,2,"Shimla, Himachal Pradesh, India",2.319979
35759,35759,Satish Shah,1951-06-25,,2,"Bombay, India",0.146829
146972,146972,Achala Sachdev,,,1,,0.5512
78248,78248,Himani Shivpuri,1960-10-24,,1,"Dehra Dun, Uttar Pradesh, India",0.001544
146973,146973,Pooja Ruparel,,,0,,0.30912
146974,146974,Mandira Bedi,1972-04-15,,1,"Calcutta, West Bengal, India",0.000414
69709,69709,Uday Chopra,1973-01-05,,2,,0.098797
35771,35771,Aditya Chopra,1971-05-21,,0,,5.5e-05
58556,58556,Anatoli Davydov,,,0,,0.045301
17348,17348,Muse Watson,1948-07-20,,2,Alexandria - Louisiana - USA,0.599031
31508,31508,Reed Diamond,1967-07-20,,2,"New York City, New York, USA",0.764103
58557,58557,Kerry Skalsky,,,0,,0.264
9339,9339,Lilly Wachowski,1967-12-29,,1,"Chicago, Illinois, United States",3.681379
9340,9340,Lana Wachowski,1965-06-21,,1,"Chicago, Illinois, USA ",2.732084
886,886,William Fichtner,1956-11-27,,2,"Mitchell Field Air Force Base, East Meadow, Long Island, New York, USA",8.614853
14607,14607,Brigitte Bako,1967-05-15,,1,"Montréal, Québec, Canada",0.15874
11024,11024,Kelly Hu,1968-02-13,,1,Honolulu - Hawaii - USA,2.59878
83746,83746,Makiko Esumi,1966-12-18,,1,"Izumo, Shimane, Japan",0.00072
19590,19590,Takashi Naito,1955-05-27,,0,,0.202647
13275,13275,Tadanobu Asano,1973-11-27,,2,"Yokohama, Kanagawa, Japan",3.164632
553119,553119,Gohki Kashiyama,,,0,,8e-06
553120,553120,Naomi Watanabe,,,0,,0.000336
553121,553121,Midori Kiuchi,,,0,,8.8e-05
13283,13283,Akira Emoto,1948-11-03,,2,,0.000504
115655,115655,Mutsuko Sakura,,,0,,0.0
553122,553122,Hidekazu Akai,,,0,,0.12
553123,553123,Hiromi Ichida,,,0,,8.3e-05
25645,25645,Hirokazu Koreeda,1962-06-06,,2,"Tokyo, Japan",0.004542
553112,553112,Teru Miyamoto,,,0,,0.592
553113,553113,Yoshihisa Ogita,,,0,,0.0
114470,114470,Polly Draper,1955-06-15,,1,"Gary, Indiana, USA",0.010769
56522,56522,Gillian Barber,1958-02-22,,1,Coventry - West Midlands - England - UK,0.750591
72092,72092,Jewel Staite,1982-06-02,,1,"White Rock, British Columbia, Canada",2.659762
114472,114472,Amy Kirk,,,1,,0.000101
114468,114468,Kevin James Dobson,1952,,2, Australia,3.9e-05
114469,114469,Barry Glasser,,,2,,0.12
150966,150966,Alissa King,,,0,,0.002477
150967,150967,Stevie Vallance,,,0,,3e-06
150968,150968,Rachel Koretsky,,,1,,0.011557
150969,150969,Steven Whitestone,,,2,,0.57004
1116442,1116442,John Morris,1984-10-02,,0,,5e-06
12901,12901,Erik von Detten,1982-10-03,,2,"San Diego, California, U.S.",0.446718
7879,7879,John Lasseter,1957-01-12,,2,"Hollywood, California, USA",3.490539
7,7,Andrew Stanton,1965-12-03,,2,"Boston, Massachusetts, USA",2.561691
12892,12892,Joel Cohen,,,2,,1.55435
12893,12893,Alec Sokolow,,,0,,1e-05
12890,12890,Pete Docter,1968-10-09,,2,"Bloomington, Minnesota, USA",1.689995
1748707,1748707,Roman Figun,,,0,,0.002667
1748709,1748709,Desirée Mourad,,,0,,1e-06
7918,7918,Bud Luckey,1934-07-28,,2,"Billings, Montana, USA",1.166982
1996145,1996145,Bob Baron,,,0,,0.64
8157,8157,Doc Kane,,,0,,0.00024
1994602,1994602,Ewan Johnson,,,0,,0.0
1184454,1184454,Chiyoko Kawashima,,,0,,0.0
64102,64102,Christopher Adamson,,,2,,0.004304
33279,33279,Danny Cannon,1968,,2,Luton - England - UK,0.65325
306,306,John Wagner,,,2,"Pennsylvania, USA",0.093344
57653,57653,Carlos Ezquerra,,,0,,0.032173
18706,18706,Meredith Salenger,1970-03-14,,1,"Malibu, California, U.S.",0.018208
169077,169077,Pippa Pearthree,1956-09-23,,1,,0.000921
61149,61149,Constance Forslund,1950-06-19,,1,,0.005302
1006368,1006368,Karen Kahn,,,0,,4e-06
71342,71342,David Himmelstein,,,2,,0.000719
23626,23626,Liev Schreiber,1967-10-04,,2,"San Francisco, California, USA",3.191299
176628,176628,Anthony DeSando,1965-12-04,,2,"Jersey City, New Jersey, USA",1.268667
8695,8695,Guillermo Díaz,1975-03-22,,2,,0.929277
1244266,1244266,Sasha von Scherler,,,0,,0.0
31282,31282,Richard Topol,,,2,,6e-06
18161,18161,Simon Verhoeven,1972-06-20,,2,"Munich, Bavaria, Germany",8e-06
56714,56714,Daisy von Scherler Mayer,1966-09-14,,1,"New York City, New York, USA",1e-05
1383670,1383670,Harry Birckmayer,,,0,,4.3e-05
1383671,1383671,Sheila Gaffney,,,0,,6e-06
155173,155173,James McCaffrey,1959,,2,"Albany, New York",0.0504
157609,157609,Richard Coca,,,2,,1.3e-05
4171,4171,Stanley DeSantis,,2005-08-09,2,,0.066461
1369400,1369400,Antoinette Valente,,,0,,0.0
36805,36805,Audrey Wells,1960-04-29,,1,"San Francisco, California, USA",4.1e-05
1390539,1390539,Tricia Ronten,,,1,,1.5e-05
15440,15440,Jared Harris,1961-08-24,,2,"London, England",7.248259
1591561,1591561,Danny Morgenstern,,,0,,0.4
129759,129759,Reg Rogers,1964-12-23,,2,"Los Angeles, California, USA",1e-06
1332472,1332472,Coco McPherson,,,0,,8e-06
1493,1493,Donovan,1946-05-10,,2,"Glasgow, Scotland, UK",0.1008
16378,16378,Mary Harron,1953-01-12,,1,"Ontario, Canada",0.005111
88743,88743,Daniel Minahan,1962-11-30,,2,"Danbury, Connecticut, USA",0.73605
1400540,1400540,Sheila Waldron,,,1,,0.001431
3293,3293,Rachel Weisz,1970-03-07,,1,"Westminster, London, England, UK",5.370388
1362093,1362093,Nicholas Rudall,,,0,,0.168
21629,21629,Tzi Ma,1962-06-10,,2,"Hong Kong, Chine",2.337989
71346,71346,Michael Bortman,,,2,,0.005286
507,507,Josh Friedman,,,0,U.S.,1.772223
8277,8277,Arne Schmidt,,,0,,0.048485
9569,9569,Rick Seaman,,,0,,0.031017
173957,173957,Matt Earl Beesley,,,2,,0.4
1463300,1463300,Timothy Burgard,,,0,,0.000241
51670,51670,Johnathon Schaech,1969-09-10,,2,"Edgewood, Maryland, USA",1.67338
1228787,1228787,Kathryne Dora Brown,1971-02-10,,0,,0.000743
1582756,1582756,Walter Kim,,,0,,0.055656
149542,149542,Kate Rodger,,,0,,0.168
2873,2873,Anne Goursaud,,,1,,0.559924
28899,28899,Chloe King,,,0,,0.0914
3068,3068,Matt Day,1971-09-28,,2," Melbourne, Australia",0.025305
79105,79105,Matthew Dyktynski,,,2,,0.019053
38784,38784,Alice Garner,1969,,1,,0.011201
1518,1518,Frances O'Connor,1967-06-12,,1,"Wantage, Oxfordshire, England, UK",2.099841
8329,8329,Radha Mitchell,1973-11-12,,1,"Melbourne, Victoria, Australia",3.611932
186977,186977,Suzi Dougherty,,,1,,0.00047
75193,75193,Kym Gyngell,,,0,,0.012701
142513,142513,Emma-Kate Croghan,,,0,,3e-05
67583,67583,Stavros Kazantzidis,,,0,,4.3e-05
278228,278228,Yael Bergman,,,0,,0.4
581055,581055,Helen Bandis,,,0,,0.000972
4529,4529,Sylvie Testud,1971-01-17,,1,"Lyon, Rhône, France",0.80512
4530,4530,Tatjana Trieb,1985-08-26,,1,"München, Germany",0.11617
4531,4531,Howie Seago,1953-12-05,,2,"Seattle, Washington",0.138298
4532,4532,Emmanuelle Laborit,1971-10-18,,0,"Paris,France",1e-06
4533,4533,Sibylle Canonica,1957-04-26,,0,Bern,5e-06
4534,4534,Matthias Habich,1940-01-12,,2,"Gdańsk, Poland",1.269915
4535,4535,Alexandra Bolz,,,0,,1.8e-05
4536,4536,Hansa Czypionka,1958-03-01,,2,"Sandhorst, Germany",0.001103
4537,4537,Doris Schade,1924-05-21,2012-06-25,1,"Bad Frankenhausen, Thuringia, Germany",0.000151
4538,4538,Horst Sachtleben,1930-09-24,,0,Berlin - Germany,0.045367
4522,4522,Caroline Link,1964-06-02,,1,"Bad Nauheim, Germany",3.5e-05
4523,4523,Beth Serlin,,,0,,1e-06
47775,47775,Marc Anthony,1968-09-16,,2,"New York City, New York, USA",1.928389
19,19,Allison Janney,1959-11-19,,1,"Boston, Massachusetts, USA",3.345079
56567,56567,Dina Spybey-Waters,1965-08-29,,0,Columbus - Ohio - USA,0.854174
1379604,1379604,Joseph Tropiano,,,0,,0.0
41820,41820,Michelle Forbes,1965-01-08,,1,"Austin, Texas, USA",1.577828
9986,9986,Anne-Marie Martin,1957-11-11,,1," Toronto, Ontario, Canada ",1.433251
81729,81729,Matthew Carlisle,,,2,,0.0016
1737121,1737121,Fireball Tim Lawrence,,,0,,0.001905
135162,135162,Karen Sillas,1963-06-05,,1,"Brooklyn, New York, USA",0.010477
127171,127171,Marcia Cross,1962-03-25,,1,"Marlborough, Massachusetts, USA",0.213846
82406,82406,Paulina Porizkova,1965-04-09,,1,"Prostějov, Czechoslovakia (present-day Czech Republic)",0.622761
135163,135163,Susan Streitfeld,,,1,,6.7e-05
417131,417131,Julie Hébert,,,1,,0.0
1329278,1329278,Louise J. Kaplan,,,0,,4.3e-05
52951,52951,Jane Leeves,1961-04-18,,1,"Ilford, London, United Kingdom",1.334219
1011424,1011424,J. Stephen Coyle,,,0,,1.1e-05
63544,63544,Steven Culp,1955-12-03,,2,La Jolla - San Diego - California - USA,1.562561
1011436,1011436,Cirocco Dunlap,,,0,,0.00635
227395,227395,Ana Belén,1951-05-27,,1,"Madrid, España",0.000101
17006,17006,Ariadna Gil,1969-01-23,,1,,2.331952
133526,133526,Laura Mañá,1968-01-12,,1,"Barcelona, Catalonia, Spain",0.000374
1718869,1718869,Angeles Martín,,,0,,2.9e-05
105153,105153,Vicente Aranda,1926-11-09,2016-05-26,2,"Barcelona, Spain",0.0468
1061867,1061867,Antonio Rabinad,,,0,,4e-06
71776,71776,Garance Clavel,1973-04-11,,0,,0.071417
5445,5445,Zinedine Soualem,1957-04-17,,2,"Thiers, Puy-de-Dôme, France",1.759079
64550,64550,Renée Le Calm,1918-09-18,,1,,0.001411
71777,71777,Olivier Py,1965-07-25,,2,"Grasse, France",7e-06
10917,10917,Simon Abkarian,1962-03-05,,2,"Gonesse, Val d'Oise, France",4.19053
73828,73828,Marilyne Canto,,,0,,1.369333
20672,20672,Antoine Chappey,1960-06-29,,2,,0.009344
17497,17497,Romain Duris,1974-05-28,,2,"Paris, France",5.289419
136438,136438,Eric Savin,,,2,,0.263589
17520,17520,Cédric Klapisch,1961-09-04,,2,"Neuilly-sur-Seine, Hauts-de-Seine, France",0.721969
55155,55155,Bernard Behrens,1926-09-28,2012-09-19,2,"London , England , UK",8.3e-05
139943,139943,Anna Berger,1922-07-26,2014-05-26,1,"Manhattan, New York, USA",3.7e-05
14818,14818,Norman Rodway,1929-02-07,2001-03-13,2,"London, England, UK",0.000743
105777,105777,Gerard Parkes,1924-10-16,2014-10-19,0,Dublin - Ireland,0.1668
74159,74159,Robert B. Weide,1959-06-20,,0,,0.123642
1384517,1384517,Kurt Vonnegut Jr.,,,0,,8e-06
1171524,1171524,Kenny Kerr,,,0,,0.0
21154,21154,Lee Wilkof,1951-06-25,,2,,0.08064
68123,68123,Jenaro Prieto,,,0,,3.7e-05
138560,138560,Nic Knight,,,0,,0.002667
138561,138561,Nicola Howard ,,,0,,0.0
138562,138562,Sasha Graff,,,0,,0.0
14,14,Ellen DeGeneres,1958-01-26,,1,"Metairie, Louisiana, USA",3.177425
15250,15250,Hope Davis,1964-03-23,,1,"Englewood, New Jersey, USA",2.693016
1232807,1232807,Ellen Cleghorne,1965-11-29,,0,,0.010455
170162,170162,Christine Cattell,,,1,,0.016533
3398,3398,Kim Bodnia,1965-04-12,,2,,1.042969
1019,1019,Mads Mikkelsen,1965-11-22,,2,"Copenhagen, Denmark",4.626624
21192,21192,Laura Drasbæk,1974-12-22,,0,"Nørrebro, Denmark",0.003937
31960,31960,Zlatko Burić,1953-05-13,,2,,0.052405
3411,3411,Slavko Labović,1962-11-17,,2,"Kolasin, Montenegro",0.001714
21193,21193,Peter Andersson,1953-02-12,,2,"Gothenburg, Västra Götalands län, Sweden",0.640032
21194,21194,Vanja Bajicic,,,0,,0.5776
21195,21195,Lisbeth Rasmussen,,,1,,0.24
21196,21196,Levino Jensen,,,0,,1.5e-05
21183,21183,Nicolas Winding Refn,1970-09-29,,2,"Copenhagen, Denmark",1.039362
21184,21184,Jens Dahl,,,0,,7.7e-05
7090,7090,Kelsey Grammer,1955-02-21,,2,"St. Thomas, U.S. Virgin Islands",4.573928
236327,236327,Ken Hudson Campbell,1962-06-05,,2,USA,1e-06
18271,18271,Toby Huss,1966-12-09,,2,"Marshalltown, Iowa, U.S.",1.715815
84077,84077,Duane Martin,1965-08-11,,2,"Brooklyn, New York City, New York, USA",1.1e-05
56974,56974,Andrew Kurtzman,,,0,,0.228461
56975,56975,Eliot Wald,,,0,,0.000694
1321432,1321432,Lainie Miller,,,1,,0.4
72731,72731,Nick Cheung,1967-12-02,,0,Hong Kong,5.288471
65966,65966,Kent Cheng,1951-05-22,,2,,1.968944
83556,83556,Mang Hoi,,,0,,1.719272
571521,571521,Teddy Yip Wing-Cho,,,0,,0.022716
993004,993004,Jimmy Wong Ga-Lok,,,2,,3e-05
123199,123199,Ann Hui,1947-05-23,,1,"Anshan, Liaoning, China",0.398551
141450,141450,Mel Smith,1952-12-03,2013-07-19,2,"Chiswick, London, England, UK",1.09642
10881,10881,Toby Stephens,1969-04-21,,2,Middlesex Hospital - London - England - UK,2.194679
98750,98750,Trevor Nunn,1940-01-14,,2,"Ipswich, Suffolk, England",0.54112
12260,12260,Ron Eldard,1965-02-20,,2,Long Island - New York - USA,1.010389
8289,8289,Billy Crudup,1968-07-08,,2,"Manhasset, New York, USA",4.641688
1223778,1223778,Joe Perrino,1982,,0,The Bronx - New York - USA,1e-06
12253,12253,Lorenzo Carcaterra,,,0,,1e-06
7039,7039,Bruce Ramsay,1966-12-31,,2,Montrea - Quebec - Canada,0.000211
46394,46394,Mel Gorham,,,1,,0.024221
71836,71836,Angela Jones,,,1,"Greensburg, Pennsylvania, USA",0.000143
65422,65422,Vivienne Sendaydiego,,,0,,0.0
26295,26295,Sandra Thigpen,1968-08-02,,1,,3e-06
71839,71839,Caridad Ravelo,,,0,,2.5e-05
71827,71827,John Maass,,,2,,0.00024
71825,71825,Reb Braddock,,,0,,7.2e-05
46274,46274,James Thiérrée,1974-05-02,,2,"Lausanne, Switzerland",0.065453
